tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,numVotes,label,_row_id,is_long_film,is_old_film,is_blockbuster,is_foreign_title,title_word_count,title_has_number
tt0052646,The Brain That Wouldn't Die,,1962.0,82.0,6802.0,0,71,0,0,0,0,5,0
tt0052735,The Devil's Disciple,,1959.0,83.0,2382.0,1,72,0,0,0,0,3,0
tt0052876,The Hanging Tree,,1959.0,107.0,4083.0,1,73,0,0,0,0,3,0
tt0053121,Fires on the Plain,,1959.0,108.0,3559.0,1,74,0,0,0,0,4,0
tt0053183,Pork Chop Hill,,1959.0,97.0,4527.0,1,75,0,0,0,0,3,0
tt0053242,Sapphire,,1959.0,92.0,1730.0,1,76,0,0,0,0,1,0
tt0053765,The Goddess,,1960.0,93.0,2182.0,1,77,0,0,0,0,2,0
tt0053796,The Entertainer,The Entertainer,1960.0,96.0,3278.0,1,78,0,0,0,0,2,0
tt0053967,The Young One,The Young One,1960.0,96.0,2716.0,1,79,0,0,0,0,3,0
tt0054189,Purple Noon,,1960.0,118.0,15669.0,1,80,0,0,0,0,2,0
tt0054387,The Time Machine,,1960.0,103.0,39561.0,1,81,0,0,0,0,3,0
tt0054412,Tunes of Glory,Tunes of Glory,1960.0,107.0,3559.0,1,82,0,0,0,0,3,0
tt0055032,Jules and Jim,Jules et Jim,1962.0,105.0,40021.0,1,83,0,0,0,1,3,0
tt0055294,The Phantom Planet,,1961.0,82.0,2898.0,0,84,0,0,0,0,3,0
tt0056059,Hatari!,,1962.0,157.0,12556.0,1,85,0,0,0,0,1,0
tt0056215,Mamma Roma,,1962.0,106.0,8890.0,1,86,0,0,0,0,2,0
tt0056537,Subarnarekha,,1965.0,143.0,1035.0,1,87,0,0,0,0,1,0
tt0056732,The Exterminating Angel,El ángel exterminador,1962.0,95.0,32160.0,1,88,0,0,0,1,3,0
tt0057180,The Incredible Journey,,1963.0,80.0,4480.0,1,89,0,0,0,0,3,0
tt0057239,The L-Shaped Room,,1962.0,126.0,1905.0,1,90,0,0,0,0,3,0
tt0057344,Any Number Can Win,,1963.0,118.0,3390.0,1,91,0,0,0,0,4,0
tt0057490,The Servant,The Servant,1963.0,116.0,11433.0,1,92,0,0,0,0,2,0
tt0057530,A Stitch in Time,A Stitch in Time,1963.0,89.0,1122.0,1,93,0,0,0,0,4,0
tt0057579,The Three Lives of Thomasina,,1963.0,97.0,2287.0,1,94,0,0,0,0,5,0
tt0057859,Monstrosity,,1963.0,65.0,2705.0,0,95,0,0,0,0,1,0
tt0057933,The Chalk Garden,,1964.0,106.0,2091.0,1,96,0,0,0,0,3,0
tt0058050,The Earth Dies Screaming,,1964.0,62.0,1727.0,0,97,0,0,0,0,4,0
tt0058213,"Hush...Hush, Sweet Charlotte","Hush...Hush, Sweet Charlotte",1964.0,133.0,14036.0,1,98,0,0,0,0,3,0
tt0058390,The Naked Kiss,,1964.0,90.0,7570.0,1,99,0,0,0,0,3,0
tt0058576,Seven Days in May,Seven Days in May,1964.0,118.0,15215.0,1,100,0,0,0,0,4,0
tt0059124,Dr. Goldfoot and the Bikini Machine,,1965.0,88.0,2181.0,0,101,0,0,0,0,6,0
tt0059287,How to Stuff a Wild Bikini,How to Stuff a Wild Bikini,1965.0,93.0,1450.0,0,102,0,0,0,0,6,0
tt0060074,Agent for H.A.R.M.,Agent for H.A.R.M.,1966.0,84.0,1444.0,0,103,0,0,0,0,3,0
tt0060165,A Big Hand for the Little Lady,,1966.0,95.0,3559.0,1,104,0,0,0,0,7,0
tt0060474,La Grande Vadrouille,La grande vadrouille,1966.0,132.0,17162.0,1,105,0,0,0,1,3,0
tt0060635,Dragon Inn,Long men kezhan,1967.0,111.0,2728.0,1,106,0,0,0,1,2,0
tt0061197,Winnetou and the Crossbreed,Winnetou und das Halbblut Apanatschi,1966.0,90.0,3559.0,0,107,0,0,0,1,4,0
tt0061489,Clambake,Clambake,1967.0,99.0,3559.0,0,108,0,0,0,0,1,0
tt0061759,The Hellcats,The Hellcats,1968.0,90.0,1803.0,0,109,0,0,0,0,2,0
tt0061855,When I Am Dead and Gone,,1967.0,79.0,1180.0,1,110,0,0,0,0,6,0
tt0061955,The Bride Wore Black,,1968.0,107.0,9110.0,1,111,0,0,0,0,4,0
tt0061994,Plucked,,1968.0,86.0,1400.0,0,112,0,0,0,0,1,0
tt0062229,Le Samourai,,1967.0,105.0,49085.0,1,113,0,0,0,0,2,0
tt0062765,Bullitt,Bullitt,1968.0,114.0,66228.0,1,114,0,0,0,0,1,0
tt0063023,The Adventures of Goopy and Bagha,,1969.0,132.0,2405.0,1,115,0,0,0,0,6,0
tt0063288,Be Sick... It's Free,Il medico della mutua,1968.0,98.0,1498.0,1,116,0,0,0,1,4,0
tt0063845,The Golden Calf,,1968.0,164.0,2712.0,1,117,0,0,0,0,3,0
tt0064107,A Boy Named Charlie Brown,A Boy Named Charlie Brown,1969.0,86.0,4856.0,1,118,0,0,0,0,5,0
tt0064155,Charro!,,1969.0,98.0,1920.0,0,119,0,0,0,0,1,0
tt0065446,The Ballad of Cable Hogue,,1970.0,121.0,9288.0,1,120,0,0,0,0,5,0
tt0065969,The Last Valley,,1971.0,125.0,3125.0,1,121,0,0,0,0,3,0
tt0066289,The Cruise,Rejs,1970.0,65.0,3318.0,1,122,0,0,0,1,2,0
tt0066498,The Ear,Ucho,1990.0,94.0,2763.0,1,123,0,0,0,1,2,0
tt0067108,Delusions of Grandeur,,1971.0,108.0,6943.0,1,124,0,0,0,0,3,0
tt0067227,The Merchant of Four Seasons,,1972.0,88.0,4616.0,1,125,0,0,0,0,5,0
tt0067464,The Girl on a Broomstick,Dívka na kosteti,1972.0,76.0,1251.0,1,126,0,0,0,1,5,0
tt0067487,The Night Evelyn Came Out of the Grave,La notte che Evelyn uscì dalla tomba,1971.0,103.0,2435.0,0,127,0,0,0,1,8,0
tt0067814,Love,Szerelem,1971.0,88.0,3559.0,1,128,0,0,0,1,1,0
tt0067995,Women in Cages,,1971.0,81.0,1577.0,0,129,0,0,0,0,3,0
tt0068370,Children Shouldn't Play with Dead Things,,1972.0,87.0,3559.0,0,130,0,0,0,0,6,0
tt0068918,Manson,,1973.0,83.0,1003.0,1,131,0,0,0,0,1,0
tt0069024,Nothing But the Night,,1973.0,90.0,1741.0,0,132,0,0,0,0,4,0
tt0069035,The New Land,Nybyggarna,1972.0,202.0,4390.0,1,133,0,0,0,1,3,0
tt0069289,Snoopy Come Home,Snoopy Come Home,1972.0,81.0,4537.0,1,134,0,0,0,0,3,0
tt0069400,Trafic,Trafic,1971.0,96.0,6355.0,1,135,0,0,0,0,1,0
tt0069737,Distant Thunder,,1973.0,101.0,1458.0,1,136,0,0,0,0,2,0
tt0070439,Unbelievable Adventures of Italians in Russia,,1974.0,104.0,5541.0,1,137,0,0,0,0,6,0
tt0070679,Shaft in Africa,,1973.0,112.0,3559.0,0,138,0,0,0,0,3,0
tt0071230,Blazing Saddles,,1974.0,93.0,133304.0,1,139,0,0,0,0,2,0
tt0071486,White Collar Blues,,1975.0,108.0,6015.0,1,140,0,0,0,0,3,0
tt0071532,The Gambler,,1974.0,111.0,4984.0,1,141,0,0,0,0,2,0
tt0071544,General Idi Amin Dada: A Self Portrait,,1974.0,92.0,1862.0,1,142,0,0,0,0,7,0
tt0071853,Monty Python and the Holy Grail,Monty Python and the Holy Grail,1975.0,91.0,522043.0,1,143,0,0,0,0,6,0
tt0071908,A Jungle Book of Regulations,Nie ma rózy bez ognia,1974.0,91.0,1091.0,1,144,0,0,0,1,5,0
tt0071956,Written Off,Otpisani,1974.0,88.0,1214.0,1,145,0,0,0,1,2,0
tt0072245,TNT Jackson,TNT Jackson,1974.0,72.0,1181.0,0,146,0,0,0,0,2,0
tt0072867,Sharon's Baby,I Don't Want to Be Born,1975.0,95.0,1248.0,0,147,0,0,0,1,2,0
tt0073691,Tarzoon: Shame of the Jungle,"Tarzoon, la honte de la jungle",1975.0,85.0,1224.0,0,148,0,0,0,1,5,0
tt0074478,Emanuelle in Bangkok,,1976.0,92.0,1045.0,0,149,0,0,0,0,3,0
tt0074593,Grizzly,,1976.0,91.0,4754.0,0,150,0,0,0,0,1,0
tt0075788,"Bruce Lee, the Legend",,1984.0,88.0,1092.0,1,151,0,0,0,0,4,0
tt0075902,Man of Marble,,1977.0,165.0,4238.0,1,152,0,0,0,0,3,0
tt0075936,Desperate Living,,1977.0,90.0,5265.0,1,153,0,0,0,0,2,0
tt0075984,Emanuelle and the Last Cannibals,,1977.0,94.0,2894.0,0,154,0,0,0,0,5,0
tt0076009,Exorcist II: The Heretic,Exorcist II: The Heretic,1977.0,117.0,23979.0,0,155,0,0,0,0,4,0
tt0076085,A Special Day,,1977.0,106.0,13388.0,1,156,0,0,0,0,3,0
tt0076391,Mimino,Mimino,1977.0,95.0,5776.0,1,157,0,0,0,0,1,0
tt0076649,The Beast in Heat,La bestia in calore,1977.0,86.0,3559.0,0,158,0,0,0,1,4,0
tt0076740,Sorcerer,,1977.0,121.0,20272.0,1,159,0,0,0,0,1,0
tt0077288,La Cage aux Folles,,1978.0,97.0,10532.0,1,160,0,0,0,0,4,0
tt0077707,The Hypothesis of the Stolen Painting,L'hypothèse du tableau volé,1978.0,66.0,1082.0,1,161,0,0,0,1,6,0
tt0077904,The Manitou,The Manitou,1978.0,104.0,2804.0,0,162,0,0,0,0,2,0
tt0078252,Snake in the Eagle's Shadow,,1978.0,97.0,11419.0,1,163,0,0,0,0,5,0
tt0078788,Apocalypse Now,,1979.0,147.0,636802.0,1,164,0,0,0,0,2,0
tt0078935,Cannibal Holocaust,Cannibal Holocaust,1980.0,95.0,53698.0,0,165,0,0,0,0,2,0
tt0079027,The Dark,The Dark,1979.0,92.0,1525.0,0,166,0,0,0,0,2,0
tt0079221,Hanky Panky,Golmaal,1979.0,120.0,18804.0,1,167,0,0,0,1,2,0
tt0079576,More American Graffiti,,1979.0,110.0,3559.0,0,168,0,0,0,0,3,0
tt0079788,Zombie Holocaust,Zombi Holocaust,1980.0,84.0,5319.0,0,169,0,0,0,1,2,0
tt0079833,Lupin III: The Castle of Cagliostro,,1979.0,100.0,29399.0,1,170,0,0,0,0,6,0
tt0079889,Sankarabharanam,,1980.0,143.0,2117.0,1,171,0,0,0,0,1,0
tt0080100,The Visitor,,1979.0,108.0,3581.0,0,172,0,0,0,0,2,0
tt0080421,Battle Beyond the Stars,Battle Beyond the Stars,1980.0,104.0,8828.0,0,173,0,0,0,0,4,0
tt0080492,Can't Stop the Music,,1980.0,124.0,4062.0,0,174,0,0,0,0,4,0
tt0081229,Night of the Demon,,1980.0,92.0,1836.0,0,175,0,0,0,0,4,0
tt0081400,Raise the Titanic,Raise the Titanic,1980.0,115.0,3559.0,0,176,0,0,0,0,3,0
tt0082162,Chashme Buddoor,,1981.0,145.0,2427.0,1,177,0,0,0,0,2,0
tt0082183,La Chevre,La chèvre,1981.0,90.0,8746.0,1,178,0,0,0,1,2,0
tt0082427,The Funhouse,,1981.0,96.0,13250.0,0,179,0,0,0,0,2,0
tt0082436,The Grilling,Garde à vue,1981.0,87.0,4613.0,1,180,0,0,0,1,2,0
tt0082511,Hell Night,Hell Night,1981.0,101.0,7238.0,0,181,0,0,0,0,2,0
tt0082640,Lady Chatterley's Lover,,1981.0,104.0,2727.0,0,182,0,0,0,0,3,0
tt0082744,Midnight,Midnight,1982.0,94.0,1019.0,0,183,0,0,0,0,1,0
tt0082958,The Pursuit of D.B. Cooper,,1981.0,100.0,1174.0,0,184,0,0,0,0,5,0
tt0083006,Rollover,,1981.0,116.0,1222.0,0,185,0,0,0,0,1,0
tt0083190,Thief,Thief,1981.0,123.0,3559.0,1,186,0,0,0,0,1,0
tt0083590,The Atomic Cafe,The Atomic Cafe,1982.0,86.0,4078.0,1,187,0,0,0,0,3,0
tt0084237,The Last Unicorn,,1982.0,92.0,25827.0,1,188,0,0,0,0,3,0
tt0084357,The Living Dead Girl,La morte vivante,1982.0,86.0,2130.0,0,189,0,0,0,1,4,0
tt0084477,Partners,Partners,1982.0,93.0,1304.0,0,190,0,0,0,0,1,0
tt0084934,Yol,,1982.0,114.0,13274.0,1,191,0,0,0,0,1,0
tt0085244,The Big Chill,,1983.0,105.0,35691.0,1,192,0,0,0,0,3,0
tt0085276,Breathless,Breathless,1983.0,100.0,9111.0,0,193,0,0,0,0,1,0
tt0085461,The Dresser,The Dresser,1983.0,118.0,3559.0,1,194,0,0,0,0,2,0
tt0085518,Faces of Death II,Faces of Death II,1981.0,85.0,1911.0,0,195,0,0,0,0,4,0
tt0086011,A Night in Heaven,,1983.0,83.0,1324.0,0,196,0,0,0,0,4,0
tt0086087,Pauline at the Beach,Pauline à la plage,1983.0,95.0,8826.0,1,197,0,0,0,1,4,0
tt0086102,Phar Lap,,1983.0,107.0,1733.0,1,198,0,0,0,0,2,0
tt0087414,The Hit,,1984.0,98.0,8120.0,1,199,0,0,0,0,2,0
tt0087746,Mortuary,Mortuary,1983.0,93.0,2187.0,0,200,0,0,0,0,1,0
tt0087759,Murder-Rock: Dancing Death,Murderock - Uccide a passo di danza,1984.0,93.0,1745.0,0,201,0,0,0,1,3,0
tt0088146,A Soldier's Story,,1984.0,101.0,3559.0,1,202,0,0,0,0,3,0
tt0088175,Sta se zgodi kad se ljubav rodi,Sta se zgodi kad se ljubav rodi,1984.0,103.0,1129.0,1,203,0,0,0,0,7,0
tt0088224,Tank,,1984.0,113.0,4269.0,0,204,0,0,0,0,1,0
tt0088379,The Warrior and the Sorceress,The Warrior and the Sorceress,1984.0,81.0,2008.0,0,205,0,0,0,0,5,0
tt0088782,Before Stonewall,Before Stonewall,1984.0,87.0,1079.0,1,206,0,0,0,0,2,0
tt0088879,Il camorrista,Il camorrista,1986.0,171.0,3559.0,1,207,0,0,0,0,2,0
tt0089308,Howling II: ... Your Sister Is a Werewolf,Howling II: Stirba - Werewolf Bitch,1985.0,91.0,6997.0,0,208,0,0,0,1,8,0
tt0089420,King David,King David,1985.0,114.0,2277.0,0,209,0,0,0,0,2,0
tt0089622,Morons from Outer Space,Morons from Outer Space,1985.0,86.0,1891.0,0,210,0,0,0,0,4,0
tt0089746,The Funeral,Osôshiki,1984.0,124.0,1231.0,1,211,0,0,0,1,2,0
tt0089847,The Protector,,1985.0,91.0,4438.0,0,212,0,0,0,0,2,0
tt0090356,Young Lady Chatterley II,,1985.0,86.0,1149.0,0,213,0,0,0,0,4,0
tt0090563,Betty Blue,37°2 le matin,1986.0,185.0,20578.0,1,214,0,0,0,1,2,0
tt0090565,Four Adventures of Reinette and Mirabelle,4 aventures de Reinette et Mirabelle,1987.0,99.0,2597.0,1,215,0,0,0,1,6,0
tt0090576,The Assault,,1986.0,141.0,3177.0,1,216,0,0,0,0,2,0
tt0090579,Voyeur,Abel,1986.0,100.0,2289.0,1,217,0,0,0,1,1,0
tt0091064,The Fly,The Fly,1986.0,96.0,171445.0,1,218,0,0,0,0,2,0
tt0091544,Monster in the Closet,,1986.0,90.0,2588.0,0,219,0,0,0,0,4,0
tt0091990,Sorority House Massacre,,1986.0,74.0,3217.0,0,220,0,0,0,0,3,0
tt0092117,True Stories,,1986.0,89.0,6427.0,1,221,0,0,0,0,2,0
tt0092297,Zombie Nightmare,Zombie Nightmare,1987.0,89.0,3475.0,0,222,0,0,0,0,2,0
tt0092548,American Ninja 2: The Confrontation,American Ninja 2: The Confrontation,1987.0,90.0,8604.0,0,223,0,0,0,0,5,1
tt0092558,Motherland Hotel,,1987.0,101.0,3751.0,1,224,0,0,0,0,2,0
tt0092798,Critical Condition,,1987.0,97.0,3400.0,0,225,0,0,0,0,2,0
tt0092929,Drowning by Numbers,,1988.0,118.0,9937.0,1,226,0,0,0,0,3,0
tt0093036,Flowers in the Attic,Flowers in the Attic,1987.0,93.0,9959.0,0,227,0,0,0,0,4,0
tt0093111,The Grand Highway,,1987.0,104.0,1556.0,1,228,0,0,0,0,3,0
tt0093132,Hachi-ko,,1987.0,107.0,5073.0,1,229,0,0,0,0,1,0
tt0093756,Police Academy 4: Citizens on Patrol,,1987.0,88.0,41984.0,0,230,0,0,0,0,6,1
tt0093986,Slam Dance,Slam Dance,1987.0,92.0,1520.0,0,231,0,0,0,0,2,0
tt0094361,You Talkin' to Me?,You Talkin' to Me?,1987.0,97.0,1068.0,0,232,0,0,0,0,4,0
tt0094407,Odipussi,Ödipussi,1988.0,88.0,3717.0,1,233,0,0,0,1,1,0
tt0094594,1969,1969,1988.0,95.0,3739.0,0,234,0,0,0,0,1,1
tt0094737,Big,,1988.0,104.0,210527.0,1,235,0,0,0,0,1,0
tt0094794,The Brain,,1988.0,94.0,2397.0,0,236,0,0,0,0,2,0
tt0094799,"Bright Lights, Big City",,1988.0,107.0,3559.0,0,237,0,0,0,0,4,0
tt0094813,Bulletproof,Bulletproof,1987.0,93.0,1344.0,0,238,0,0,0,0,1,0
tt0095262,Mobile Suit Gundam: Char's Counterattack,Kidô Senshi Gundam: Gyakushû no Shâ,1988.0,124.0,1573.0,1,239,0,0,0,1,5,0
tt0095467,A Short Film About Love,Krótki film o milosci,1988.0,87.0,21976.0,1,240,0,0,0,1,5,0
tt0095497,The Last Temptation of Christ,The Last Temptation of Christ,1988.0,164.0,55361.0,1,241,0,0,0,0,5,0
tt0095511,La lectrice,,1988.0,99.0,1610.0,1,242,0,0,0,0,2,0
tt0095953,Rain Man,Rain Man,1988.0,133.0,3559.0,1,243,0,0,0,0,2,0
tt0096037,Satisfaction,,1988.0,92.0,3514.0,0,244,0,0,0,0,1,0
tt0097174,Deathstalker and the Warriors from Hell,Deathstalker and the Warriors from Hell,1988.0,86.0,3559.0,0,245,0,0,0,0,6,0
tt0097263,Edge of Sanity,,1989.0,85.0,1457.0,0,246,0,0,0,0,3,0
tt0097940,Mystery Train,,1989.0,110.0,27376.0,1,247,0,0,0,0,2,0
tt0098319,Shirley Valentine,,1989.0,108.0,7768.0,1,248,0,0,0,0,2,0
tt0098999,Agneepath,Agneepath,1990.0,174.0,8791.0,1,249,0,0,0,0,1,0
tt0099395,Def by Temptation,Def by Temptation,1990.0,95.0,1550.0,0,250,0,0,0,0,3,0
tt0099701,The Rift,,1990.0,83.0,3559.0,0,251,0,0,0,0,2,0
tt0099785,Home Alone,Home Alone,1990.0,103.0,522658.0,1,252,0,0,0,0,2,0
tt0100151,Mindwalk,Mindwalk,1990.0,112.0,3034.0,1,253,0,0,0,0,1,0
tt0100332,Paris Is Burning,Paris Is Burning,1990.0,71.0,14395.0,1,254,0,0,0,0,3,0
tt0101660,The Dark Backward,The Dark Backward,1991.0,101.0,3660.0,0,255,0,0,0,0,3,0
tt0101698,Defending Your Life,,1991.0,112.0,18397.0,1,256,0,0,0,0,3,0
tt0101775,Drop Dead Fred,Drop Dead Fred,1991.0,103.0,28135.0,0,257,0,0,0,0,3,0
tt0102011,"He Said, She Said","He Said, She Said",1991.0,115.0,6876.0,0,258,0,0,0,0,4,0
tt0102095,If Looks Could Kill,If Looks Could Kill,1991.0,88.0,6914.0,0,259,0,0,0,0,4,0
tt0102388,The Man in the Moon,The Man in the Moon,1991.0,99.0,16319.0,1,260,0,0,0,0,5,0
tt0102583,"Olivier, Olivier","Olivier, Olivier",1992.0,110.0,1756.0,1,261,0,0,0,0,2,0
tt0102816,Center Stage,,1991.0,126.0,2068.0,1,262,0,0,0,0,2,0
tt0103077,There's Nothing Out There,,1991.0,91.0,1536.0,0,263,0,0,0,0,4,0
tt0104028,The Black Bomber,,1992.0,116.0,3185.0,1,264,0,0,0,0,3,0
tt0104299,Freejack,,1992.0,110.0,15791.0,0,265,0,0,0,0,1,0
tt0104605,Khiladi,Khiladi,1992.0,157.0,7963.0,1,266,0,0,0,0,1,0
tt0104658,L.627,L.627,1992.0,145.0,1927.0,1,267,0,0,0,0,1,1
tt0104837,Meatballs 4,,1992.0,84.0,2336.0,0,268,0,0,0,0,2,1
tt0105046,Of Mice and Men,,1992.0,115.0,42645.0,1,269,0,0,0,0,4,0
tt0105089,The Panama Deception,,1992.0,91.0,1078.0,1,270,0,0,0,0,3,0
tt0105104,Passenger 57,,1992.0,84.0,47083.0,0,271,0,0,0,0,2,1
tt0105185,Pigs,,1992.0,104.0,3559.0,1,272,0,0,0,0,1,0
tt0105438,Dream of Light,,1992.0,133.0,3559.0,1,273,0,0,0,0,3,0
tt0105526,The Taking of Beverly Hills,,1991.0,96.0,1197.0,0,274,0,0,0,0,5,0
tt0105652,Pushing Hands,Tui shou,1991.0,105.0,4074.0,1,275,0,0,0,1,2,0
tt0105764,Visions of Light,,1992.0,92.0,3175.0,1,276,0,0,0,0,3,0
