tconst,primaryTitle,startYear,runtimeMinutes,numVotes,label,n_directors,n_writers,log_numVotes,len_primaryTitle,decade,votes_per_year,is_long_film,is_foreign_title,title_has_number,title_word_count,avg_rating,imdb_votes,n_genres,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci_Fi,genre_Sport,genre_Thriller,genre_War,genre_Western
tt0033317,Adventures of Captain Marvel,1941.0,216.0,1268.0,1,2,7,7.1459844677143876,28,1940.0,0.0840704055025222,0,0,0,4,7.1,1681,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0033373,Ball of Fire,1941.0,111.0,12007.0,1,1,3,9.393328373313297,12,1940.0,0.11050974556839173,0,0,0,3,7.7,15768,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0033723,Hold That Ghost,1941.0,86.0,3699.0,1,1,3,8.216088098632316,15,1940.0,0.0966598599839096,0,0,0,3,7.2,4603,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0034546,Bowery at Midnight,1942.0,61.0,1090.0,0,1,2,6.994849985833071,18,1940.0,0.08327202364086989,0,0,0,3,5.3,1436,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tt0035017,Carnival of Sinners,1943.0,78.0,1378.0,1,1,2,7.229113877793302,19,1940.0,0.08709775756377472,0,0,0,3,7.3,1994,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt0035211,The Pride of the Yankees,1942.0,128.0,10584.0,1,1,6,9.267193183568965,24,1940.0,0.11032372837582101,0,0,0,5,7.6,12843,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0035753,Le Corbeau,1943.0,92.0,9612.0,1,1,2,9.170871628065816,10,1940.0,0.11049242925380502,0,1,0,2,7.8,11834,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0035979,Heaven Can Wait,1943.0,112.0,10637.0,1,1,2,9.272187775302262,15,1940.0,0.11171310572653328,0,0,0,3,7.3,13336,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0037077,The Miracle of Morgan's Creek,1944.0,98.0,7330.0,1,1,1,8.899867211223587,29,1940.0,0.10853496599053154,0,0,0,5,7.5,8397,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
tt0037469,The Woman in the Window,1944.0,107.0,15428.0,1,1,2,9.644004134443026,23,1940.0,0.11760980651759788,0,0,0,5,7.6,19352,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0037630,Les Dames du Bois de Boulogne,1945.0,86.0,4227.0,1,1,3,8.349484346990128,29,1940.0,0.10308005366654478,0,1,0,6,7.1,5155,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0038700,The Locket,1946.0,85.0,2567.0,1,1,2,7.850882664809852,10,1940.0,0.09813603331012315,0,0,0,2,7.1,3666,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0038762,My Darling Clementine,1946.0,97.0,22867.0,1,1,4,10.037493832383863,21,1940.0,0.1254686729047983,0,0,0,3,7.7,28265,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
tt0038824,Panique,1946.0,99.0,1874.0,1,1,3,7.536363938404511,7,1940.0,0.09420454923005639,0,0,0,1,7.9,2894,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0038890,"Rome, Open City",1945.0,103.0,25426.0,1,1,4,10.14356688055654,15,1940.0,0.12522922074761159,0,1,0,3,8.0,33804,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
tt0038965,Somewhere in the Night,1946.0,110.0,2811.0,1,1,5,7.941651252930556,22,1940.0,0.09927064066163195,0,0,0,4,7.0,3900,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0038991,The Stranger,1946.0,95.0,25729.0,1,1,5,10.15541290527579,12,1940.0,0.1269426613159474,0,0,0,2,7.3,30671,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0039661,Nightmare Alley,1947.0,110.0,8908.0,1,1,2,9.094817280720644,15,1940.0,0.11512426937621069,0,0,0,2,7.7,14454,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0039668,Nosotros los pobres,1948.0,128.0,1034.0,1,1,3,6.942156705699469,19,1940.0,0.0890020090474291,0,0,0,3,7.8,1275,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0040068,Abbott and Costello Meet Frankenstein,1948.0,83.0,17153.0,1,2,5,9.749986661550366,37,1940.0,0.12499982899423547,0,0,0,5,7.3,21523,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0041513,Intruder in the Dust,1949.0,87.0,2201.0,1,1,2,7.697121317282625,20,1940.0,0.09996261451016396,0,0,0,4,7.6,3368,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0041841,Sands of Iwo Jima,1949.0,100.0,10204.0,1,1,2,9.230633075243945,17,1940.0,0.11987835162654474,0,0,0,4,7.0,12314,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0042788,Night and the City,1950.0,101.0,13068.0,1,1,4,9.477998292597036,18,1950.0,0.124710503849961,0,0,0,4,7.8,16449,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0043614,The Idiot,1951.0,166.0,4929.0,1,1,3,8.503094267036737,9,1950.0,0.11337459022715649,0,0,0,2,7.1,6189,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0044420,The Big Trees,1952.0,89.0,1611.0,0,1,3,7.385230923066573,13,1950.0,0.09980041787927801,0,0,0,3,5.7,2025,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0044937,My Cousin Rachel,1952.0,98.0,2759.0,1,1,2,7.9229859587111955,16,1950.0,0.10706737782042156,0,0,0,3,7.1,3743,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
tt0045112,The Life of Oharu,1952.0,148.0,3559.0,1,1,3,8.177515823846075,17,1950.0,0.11050697059251453,0,1,0,4,8.0,8361,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0045518,Arrowhead,1953.0,105.0,1399.0,0,1,2,7.24422751560335,9,1950.0,0.09923599336442945,0,0,0,1,5.9,1736,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
tt0046816,The Caine Mutiny,1954.0,124.0,26940.0,1,1,3,10.201404568800312,16,1950.0,0.14168617456667099,0,0,0,3,7.7,32047,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0046874,The Country Girl,1954.0,104.0,5845.0,1,1,2,8.673512945671192,16,1950.0,0.12046545757876655,0,0,0,3,7.2,7344,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0046878,Crime Wave,1953.0,73.0,3642.0,1,1,5,8.200562797008564,10,1950.0,0.11233647667135019,0,0,0,2,7.3,5295,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0046912,Dial M for Murder,1954.0,105.0,168570.0,1,1,1,12.03511230501042,17,1950.0,0.16715433756958917,0,0,0,4,8.1,203809,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0047094,Hobson's Choice,1954.0,108.0,7112.0,1,1,4,8.869679374733515,15,1950.0,0.12318999131574326,0,0,0,2,7.7,9908,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0047528,La Strada,1954.0,108.0,61397.0,1,1,3,11.02513254031481,9,1950.0,0.1531268408377057,0,0,0,2,8.0,69727,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0048545,Rebel Without a Cause,1955.0,111.0,87634.0,1,1,3,11.380935740507276,21,1950.0,0.16029486958460953,0,0,0,4,7.6,102901,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0049010,Bigger Than Life,1956.0,95.0,3559.0,1,1,7,8.177515823846075,16,1950.0,0.1168216546263725,0,0,0,3,7.4,8783,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0049147,Dobry vojak Svejk,1957.0,108.0,1223.0,1,1,3,7.1098794630722715,17,1950.0,0.1030417313488735,0,1,0,3,7.4,1612,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0049201,The Fastest Gun Alive,1956.0,89.0,3023.0,1,1,2,8.014335737299424,21,1950.0,0.11449051053284892,0,0,0,4,7.1,4067,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0049710,Samurai III: Duel at Ganryu Island,1956.0,105.0,5906.0,1,1,4,8.683893367307235,34,1950.0,0.1240556195329605,0,1,0,6,7.5,7208,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0049866,"Toto, Peppino, and the Hussy",1956.0,106.0,1806.0,1,1,5,7.499423290592229,28,1950.0,0.10713461843703184,0,1,0,5,7.7,2278,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
tt0050147,Attack of the Crab Monsters,1957.0,63.0,3242.0,0,1,1,8.084254106307318,27,1950.0,0.11716310298996113,0,0,0,5,4.9,4394,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tt0050610,Kronos,1957.0,78.0,1763.0,0,1,2,7.475339236566737,6,1950.0,0.10833824980531502,0,0,0,1,5.7,2357,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0051398,The Barbarian and the Geisha,1958.0,105.0,1924.0,0,1,5,7.562681246721884,28,1950.0,0.11121590068708653,0,0,0,5,5.8,2383,3,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0051720,Equinox Flower,1958.0,118.0,3559.0,1,1,3,8.177515823846075,14,1950.0,0.12025758564479523,0,0,0,2,7.8,5356,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0051866,The Lineup,1958.0,86.0,3601.0,1,1,1,8.189244525735901,10,1950.0,0.12043006655493972,0,0,0,2,7.3,5209,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0052077,Plan 9 from Outer Space,1957.0,79.0,37818.0,0,1,1,10.54056690082639,23,1950.0,0.15276183914241145,0,0,1,5,3.9,42351,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tt0052156,The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent,1957.0,66.0,3559.0,0,1,2,8.177515823846075,84,1950.0,0.11851472208472573,0,0,0,17,3.4,1781,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0052286,Terror from the Year 5000,1958.0,66.0,1401.0,0,1,2,7.2456550675945355,25,1950.0,0.10655375099403729,0,0,1,5,3.0,1615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0052289,The Thing That Couldn't Die,1958.0,69.0,1720.0,0,1,1,7.450660796211539,27,1950.0,0.10956854112075794,0,0,0,5,4.3,2172,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0052378,War of the Colossal Beast,1958.0,69.0,2266.0,0,1,2,7.726212650507529,25,1950.0,0.11362077427216954,0,0,0,5,4.0,2905,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tt0052961,Kapo,1960.0,117.0,2232.0,1,1,3,7.711101251840158,4,1960.0,0.1168348674521236,0,0,0,1,7.6,2921,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0052969,The Killer Shrews,1959.0,69.0,4912.0,0,1,1,8.499640032168648,17,1950.0,0.12686029898759177,0,0,0,3,4.2,6061,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tt0052997,The League of Gentlemen,1960.0,116.0,4394.0,1,1,2,8.388222810119277,23,1960.0,0.12709428500180722,0,0,0,4,7.2,5890,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0053039,The Facts of Murder,1959.0,115.0,1204.0,1,1,4,7.094234845924755,19,1950.0,0.10588410217798143,0,1,0,4,7.4,1822,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0053065,Middle of the Night,1959.0,118.0,1232.0,1,1,1,7.117205503164344,19,1950.0,0.10622694780842305,0,0,0,4,7.2,1918,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0053390,Floating Weeds,1959.0,119.0,7756.0,1,1,3,8.956350940490871,14,1950.0,0.13367687970881897,0,1,0,2,7.9,9710,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0054067,Black Sunday,1960.0,87.0,14926.0,1,1,7,9.61092693263324,12,1960.0,0.14562010503989756,0,0,0,2,7.1,19934,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0054357,Swiss Family Robinson,1960.0,126.0,15495.0,1,1,2,9.648337205086833,21,1960.0,0.1461869273498005,0,0,0,3,7.1,19770,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0054743,The Children's Hour,1961.0,108.0,15863.0,1,1,2,9.671807670199632,19,1960.0,0.14879704107999434,0,0,0,3,7.8,20445,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0054749,Two Women,1960.0,101.0,10542.0,1,1,3,9.26321741157695,9,1960.0,0.1403517789632871,0,0,0,2,7.7,13638,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0054847,El Cid,1961.0,182.0,13801.0,1,1,3,9.532568788180548,6,1960.0,0.1466549044335469,0,0,0,2,7.2,17109,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0054949,War of the Buttons,1962.0,90.0,2543.0,1,1,3,7.841492924460013,18,1960.0,0.1225233269446877,0,0,0,4,7.4,3046,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0054997,The Hustler,1961.0,134.0,79893.0,1,1,3,11.288456035067346,11,1960.0,0.17366855438565149,0,0,0,2,7.9,90837,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt0055747,Love at Twenty,1962.0,120.0,2298.0,1,5,6,7.740229524763182,14,1960.0,0.12094108632442471,0,0,0,3,7.1,2564,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0055998,Freud,1962.0,140.0,2755.0,1,1,3,7.9215356321335495,5,1960.0,0.12377399425208671,0,0,0,1,7.2,3712,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0056058,Hara-Kiri,1962.0,133.0,50633.0,1,1,2,10.832378566386021,9,1960.0,0.16925591509978158,0,0,0,1,8.6,89871,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt0056197,The Longest Day,1962.0,178.0,3559.0,1,5,5,8.177515823846075,15,1960.0,0.12777368474759493,0,0,0,3,7.7,62529,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt0056327,Pale Flower,1964.0,96.0,3520.0,1,1,3,8.166500319155052,11,1960.0,0.131717747083146,0,0,0,2,7.7,5188,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0056415,Ring of Terror,1961.0,71.0,3559.0,0,1,2,8.177515823846075,14,1960.0,0.12580793575147808,0,0,0,3,1.9,1506,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tt0056930,A Child Is Waiting,1963.0,102.0,2842.0,1,1,1,7.952615111651,18,1960.0,0.12623198589922222,0,0,0,4,7.2,3871,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0058275,Lemonade Joe,1964.0,95.0,2738.0,1,1,2,7.915348169263078,12,1960.0,0.12766690595585609,0,0,0,2,7.4,3306,3,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tt0058458,The Soft Skin,1964.0,113.0,7415.0,1,1,2,8.91139510724569,13,1960.0,0.14373217914912403,0,1,0,3,7.5,9059,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0059199,Frankenstein Meets the Spacemonster,1965.0,79.0,1578.0,0,1,3,7.364547014255642,35,1960.0,0.12073027892222364,0,0,0,4,3.8,2238,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tt0059205,Frankenstein vs. Baragon,1965.0,90.0,2083.0,0,1,6,7.642044402873258,24,1960.0,0.12527941644054522,0,1,0,3,5.5,2671,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
tt0059377,Lady L,1965.0,117.0,1104.0,0,1,2,7.007600613951853,6,1960.0,0.11487869858937463,0,0,0,2,5.5,1443,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0059417,The Holy Man,1965.0,65.0,1338.0,1,1,2,7.199678345691172,12,1960.0,0.11802751386378971,0,1,0,3,7.0,1886,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0059496,The Nanny,1965.0,91.0,5995.0,1,1,2,8.698847859222488,9,1960.0,0.1426040632659424,0,0,0,2,7.1,7353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0059578,For a Few Dollars More,1965.0,132.0,246060.0,1,1,6,12.41333475165532,22,1960.0,0.20349729101074296,0,1,0,5,8.2,298708,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
tt0059715,Story of a Prostitute,1965.0,96.0,1377.0,1,1,2,7.228388451573604,21,1960.0,0.1184981713372722,0,0,0,4,7.3,1758,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
tt0059812,The Corporal and Others,1965.0,111.0,2345.0,1,1,1,7.76046702921342,23,1960.0,0.1272207709707118,0,0,0,4,8.3,2997,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0060188,The Brides of Fu Manchu,1966.0,94.0,1233.0,0,1,3,7.1180162044653335,23,1960.0,0.11863360340775556,0,0,0,5,5.5,1510,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0060457,The Ghost in the Invisible Bikini,1966.0,82.0,1191.0,0,1,2,7.083387847625295,33,1960.0,0.11805646412708826,0,0,0,6,4.6,1491,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
tt0060543,Intimate Lighting,1965.0,71.0,1443.0,1,1,3,7.275172319452771,17,1960.0,0.11926511999102904,0,1,0,2,7.1,1811,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt0060545,I Knew Her Well,1965.0,115.0,2475.0,1,1,3,7.814399633804487,15,1960.0,0.12810491202958174,0,0,0,4,7.6,3698,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
